feature,zero2one,one2zero,lambda0,lambda1
0,0.5416524410247803,0.5803134441375732,-0.03866100311279297,-0.03458410405211451
50803,0.5482191443443298,0.5532165169715881,-0.004997372627258301,-0.00016712484747228145
50804,0.5725294351577759,0.5519975423812866,0.020531892776489258,0.009955375840282513
50805,0.5342156887054443,0.5532008409500122,-0.01898515224456787,-2.225338559505766e-05
50806,0.5787819623947144,0.5530162453651428,0.025765717029571533,0.0019237848977932698
50808,0.5760167241096497,0.5525499582290649,0.023466765880584717,0.00803165947131575
50809,0.5862097144126892,0.5521557927131653,0.034053921699523926,0.010431391693098785
50811,0.5723670721054077,0.5529986619949341,0.019368410110473633,0.0034103067389782585
50813,0.6109601259231567,0.5514282584190369,0.05953186750411987,0.01798162394012386
50814,0.5376052856445312,0.553199827671051,-0.015594542026519775,-2.101141403632254e-05
50818,0.5590248703956604,0.5528572797775269,0.006167590618133545,0.0036420551334766034
50820,0.5768917798995972,0.5514379739761353,0.025453805923461914,0.014183411510356146
50821,0.5646336674690247,0.5520728230476379,0.012560844421386719,0.008703214061231342
50822,0.5381900668144226,0.5534946918487549,-0.015304625034332275,-0.0022339462710629166
50824,0.5682603120803833,0.5531430840492249,0.015117228031158447,0.0011419436129747513
50852,0.520722508430481,0.5533069968223572,-0.03258448839187622,-0.0009359542074205728
50853,0.5489278435707092,0.5531997084617615,-0.004271864891052246,-7.937969922949291e-06
50856,0.49397075176239014,0.5532562136650085,-0.05928546190261841,-0.0004454315746861737
50858,0.5513185858726501,0.5531995296478271,-0.001880943775177002,-0.0
50861,0.4581456184387207,0.5587764978408813,-0.10063087940216064,-0.04025284197397507
50862,0.6046440005302429,0.5482072234153748,0.056436777114868164,0.026556470527766118
50863,0.5458600521087646,0.5536845326423645,-0.007824480533599854,-0.003194920231834731
50864,0.5674902200698853,0.5531987547874451,0.014291465282440186,1.67516954065785e-05
50865,0.5652371048927307,0.5531980991363525,0.012039005756378174,3.0260271200317054e-05
50866,0.5600618720054626,0.5531911253929138,0.006870746612548828,0.00016304312720941412
50867,0.49419525265693665,0.5538501143455505,-0.05965486168861389,-0.007054096857676404
50868,0.6172196269035339,0.5506489872932434,0.06657063961029053,0.019558446937205463
50871,0.5517371892929077,0.5531995296478271,-0.0014623403549194336,-0.0
50872,0.5533170104026794,0.5531995296478271,0.00011748075485229492,0.0
50873,0.5559664964675903,0.5531995296478271,0.0027669668197631836,1.7290758802511464e-06
50876,0.54430091381073,0.5531996488571167,-0.008898735046386719,-2.0361377369032695e-06
50877,0.5457927584648132,0.5531995892524719,-0.007406830787658691,-1.6947720770417273e-06
50878,0.5105664134025574,0.5559262037277222,-0.045359790325164795,-0.02044661016251501
50881,0.5492101907730103,0.553199827671051,-0.0039896368980407715,-7.413534488525335e-06
50882,0.5984849333763123,0.5406556725502014,0.05782926082611084,0.04439924148909625
50883,0.5280184149742126,0.5533262491226196,-0.025307834148406982,-0.0019492133016659552
50885,0.5476909875869751,0.5533753633499146,-0.005684375762939453,-0.0017764256828493436
50889,0.49426788091659546,0.5534073710441589,-0.05913949012756348,-0.002441572374173424
50890,0.5156236886978149,0.5532057881355286,-0.03758209943771362,-0.0002244172867844221
50891,0.5290131568908691,0.553203284740448,-0.024190127849578857,-9.105497644707825e-05
50892,0.5817095637321472,0.5531904697418213,0.028519093990325928,7.62524164634064e-05
50893,0.588622510433197,0.5388779044151306,0.049744606018066406,0.04433895642542932
50894,0.5519054532051086,0.5531995296478271,-0.0012940764427185059,-0.0
50895,0.5478857755661011,0.5531995892524719,-0.00531381368637085,-4.31329511439586e-06
50896,0.5372462272644043,0.5532029867172241,-0.015956759452819824,-5.517111429143013e-05
50898,0.5513178706169128,0.5531995296478271,-0.0018816590309143066,-4.3054624515257825e-07
50899,0.5320667028427124,0.5532039403915405,-0.021137237548828125,-7.633254980209623e-05
50900,0.5740616917610168,0.5531951785087585,0.0208665132522583,0.00011561949684283402
50902,0.5734332203865051,0.5472825765609741,0.026150643825531006,0.020058724129934084
50905,0.5488877892494202,0.5532035231590271,-0.004315733909606934,-3.771577964971346e-05
50906,0.5523902177810669,0.5531994700431824,-0.0008092522621154785,-1.229974721871039e-06
50907,0.5240739583969116,0.5532344579696655,-0.029160499572753906,-0.00037998315952266143
50908,0.606708824634552,0.5529646277427673,0.05374419689178467,0.0038756323404253636
50909,0.588302493095398,0.5529970526695251,0.0353054404258728,0.003012686928518457
50910,0.5441511869430542,0.5537809729576111,-0.009629786014556885,-0.0030684194248930957
50911,0.595158040523529,0.5528300404548645,0.04232800006866455,0.005628396720441243
50912,0.6046342253684998,0.536201536655426,0.06843268871307373,0.05804953507312682
50913,0.5529841184616089,0.5531995296478271,-0.00021541118621826172,-4.9288673381526745e-08
50914,0.5415991544723511,0.553216278553009,-0.011617124080657959,-0.00013958046585660447
50915,0.5333524942398071,0.5532117486000061,-0.019859254360198975,-0.0003080978547032512
50916,0.537021279335022,0.5531999468803406,-0.016178667545318604,-6.984987242265588e-06
50917,0.611784040927887,0.5528891086578369,0.05889493227005005,0.0030453262935729
50921,0.5535849928855896,0.5531995296478271,0.00038546323776245117,0.0
50922,0.4860600531101227,0.5533021092414856,-0.06724205613136292,-0.0010267204249663146
50924,0.4801899790763855,0.554006040096283,-0.07381606101989746,-0.0061988191463077545
50925,0.5538642406463623,0.5531995296478271,0.0006647109985351562,0.0
50926,0.5562344193458557,0.5531991720199585,0.003035247325897217,2.4637516921894357e-06
50927,0.6069971919059753,0.5531056523323059,0.053891539573669434,0.0009339971508001025
50928,0.5538843274116516,0.5531995296478271,0.0006847977638244629,0.0
50929,0.5466188788414001,0.5532151460647583,-0.006596267223358154,-0.00015578306728278397
50930,0.5497521162033081,0.5532015562057495,-0.0034494400024414062,-2.5440615133515357e-05
50931,0.5651237368583679,0.5409449934959412,0.024178743362426758,0.024176292281987595
50935,0.551723062992096,0.5532159805297852,-0.001492917537689209,-0.00010699774493325257
50941,0.5537636280059814,0.5531995296478271,0.0005640983581542969,0.0
50943,0.542308509349823,0.5531995892524719,-0.010891079902648926,-8.84043824402015e-06
50945,0.5657064318656921,0.5531976222991943,0.012508809566497803,1.685383106834672e-05
50948,0.5519228577613831,0.5531995296478271,-0.0012766718864440918,-0.0
50949,0.5692190527915955,0.5531932711601257,0.016025781631469727,0.00012700709392816136
50950,0.5393078327178955,0.553213894367218,-0.01390606164932251,-0.0001881980936179522
50951,0.5252120494842529,0.553210437297821,-0.027998387813568115,-0.00022189207070512254
50952,0.5625566244125366,0.5531001091003418,0.009456515312194824,0.0007755999311163409
50953,0.5186942219734192,0.5537368059158325,-0.03504258394241333,-0.003688479167616488
50954,0.5847035050392151,0.5517968535423279,0.03290665149688721,0.011869126813215333
50956,0.505720853805542,0.5540127158164978,-0.04829186201095581,-0.007321511844046708
50957,0.5275668501853943,0.5532050728797913,-0.025638222694396973,-7.667106099692545e-05
50958,0.5554027557373047,0.5531993508338928,0.0022034049034118652,1.3769063820008646e-06
50960,0.554481565952301,0.5531173944473267,0.0013641715049743652,0.0004640181993400103
50963,0.5718185305595398,0.5530399084091187,0.018778622150421143,0.001495068348994545
50964,0.5906476974487305,0.5529733896255493,0.03767430782318115,0.0019190928537790738
50965,0.5511929988861084,0.5532020926475525,-0.002009093761444092,-2.9688048489141434e-05
50966,0.5239870548248291,0.5532312989234924,-0.02924424409866333,-0.00024371309829567846
50967,0.5862329602241516,0.5525197982788086,0.03371316194534302,0.004156587266209276
50968,0.5665825009346008,0.5531896352767944,0.013392865657806396,0.0001242206126879252
50969,0.5886215567588806,0.5531705617904663,0.03545099496841431,0.0004395066082626249
50970,0.5686475038528442,0.5486823916435242,0.01996511220932007,0.016040402667962302
50971,0.5791658163070679,0.5507979393005371,0.02836787700653076,0.012184204271723323
50972,0.5504494309425354,0.5531997084617615,-0.0027502775192260742,-2.733253533701992e-06
50973,0.5330762267112732,0.5532006025314331,-0.020124375820159912,-4.074062205465134e-05
50974,0.5673569440841675,0.553195595741272,0.014161348342895508,5.1140638654971005e-05
50976,0.5355995893478394,0.5532780885696411,-0.017678499221801758,-0.0008663381599961328
50978,0.5276211500167847,0.553215742111206,-0.025594592094421387,-0.0002132979508001926
50980,0.5522251725196838,0.553199827671051,-0.0009746551513671875,-3.5197557253989504e-06
50981,0.5400422811508179,0.5532007813453674,-0.01315850019454956,-8.22273875644918e-06
50983,0.6015622019767761,0.5463669300079346,0.05519527196884155,0.031003938487841807
50986,0.5269007682800293,0.5532279014587402,-0.026327133178710938,-0.0005857841925104131
50988,0.5519574880599976,0.5531995296478271,-0.0012420415878295898,-5.362397503410799e-07
50989,0.5547903180122375,0.5531995296478271,0.0015907883644104004,0.0
50990,0.5913025140762329,0.5531846284866333,0.03811788558959961,0.00020016479935898774
50991,0.5675967931747437,0.5531986951828003,0.01439809799194336,1.1687132705560947e-05
50992,0.5465485453605652,0.5531995892524719,-0.006651043891906738,-2.871525519798432e-06
50993,0.5543451309204102,0.5532041192054749,0.0011410117149353027,6.473589213409678e-05
50994,0.5373507142066956,0.5532129406929016,-0.015862226486206055,-0.0001386221327445287
50995,0.4927169680595398,0.5532963275909424,-0.06057935953140259,-0.0013061457754418298
50996,0.5518816709518433,0.5531995296478271,-0.0013178586959838867,-0.0
50997,0.5630739331245422,0.553189754486084,0.009884178638458252,0.00015936993304201827
50998,0.5202907919883728,0.5537192821502686,-0.03342849016189575,-0.003603499504510705
51000,0.5030766725540161,0.553363025188446,-0.05028635263442993,-0.0022670765918902476
51001,0.4978908598423004,0.5532885789871216,-0.05539771914482117,-0.0009334512170823261
51002,0.6070783734321594,0.5529727339744568,0.05410563945770264,0.0019904381805537813
51003,0.6375460624694824,0.5489441156387329,0.08860194683074951,0.02923846720404494
51005,0.5477597117424011,0.5531995892524719,-0.005439877510070801,-4.41562284113978e-06
51006,0.604034423828125,0.517012894153595,0.08702152967453003,0.08536304979249436
51007,0.547417938709259,0.5532293319702148,-0.0058113932609558105,-0.00028422382729537154
51008,0.5424514412879944,0.553217887878418,-0.010766446590423584,-0.00025913763273958777
51009,0.5668542385101318,0.5526257753372192,0.014228463172912598,0.004535217389209786
51010,0.5324217081069946,0.5533134341239929,-0.02089172601699829,-0.0009604409586930012
51018,0.5282237529754639,0.5532369613647461,-0.025013208389282227,-0.000519059508484588
51070,0.5451533198356628,0.5532012581825256,-0.008047938346862793,-3.7540615608765166e-05
51080,0.5613499879837036,0.553199291229248,0.008150696754455566,3.5189865102284915e-06
51099,0.5333781838417053,0.5532405376434326,-0.019862353801727295,-0.0006642476151263771
51110,0.5597063302993774,0.553199291229248,0.0065070390701293945,1.2091365654923595e-05
51111,0.5480458736419678,0.5531995892524719,-0.00515371561050415,-7.83308273746626e-06
51112,0.5594115257263184,0.5531994700431824,0.006212055683135986,3.881909812495255e-06
51114,0.5693582892417908,0.5531951189041138,0.016163170337677002,9.188652736997757e-05
51115,0.5522782802581787,0.5531995892524719,-0.0009213089942932129,-1.865136184469867e-06
51116,0.591579794883728,0.5531555414199829,0.03842425346374512,0.0010405243570197908
51117,0.5839403867721558,0.5531690120697021,0.030771374702453613,0.0006278187078416444
51118,0.5972017049789429,0.5531626343727112,0.04403907060623169,0.0007367448278577827
51119,0.5495879054069519,0.5531995892524719,-0.0036116838455200195,-1.559310463200278e-06
51120,0.6056881546974182,0.5531539916992188,0.05253416299819946,0.001059592079401064
51121,0.5527482032775879,0.5531995296478271,-0.0004513263702392578,-0.0
51122,0.5532768964767456,0.5531995296478271,7.736682891845703e-05,3.340239926781465e-08
51123,0.5667445063591003,0.5531973838806152,0.013547122478485107,5.305247417635359e-05
51124,0.557505190372467,0.5531991124153137,0.00430607795715332,6.544766429023447e-06
51125,0.5862704515457153,0.553163468837738,0.033106982707977295,0.0009111107324569198
51127,0.5865389108657837,0.5531623363494873,0.03337657451629639,0.0009148603270343686
51128,0.5920106172561646,0.5531531572341919,0.038857460021972656,0.0011119028611597686
51130,0.5272585153579712,0.5532037615776062,-0.02594524621963501,-8.569352104380002e-05
51131,0.511417031288147,0.5532227754592896,-0.04180574417114258,-0.00025559409419788803
51132,0.5321455001831055,0.5532016158103943,-0.02105611562728882,-9.509716760486063e-05
51136,0.5533773899078369,0.5531995296478271,0.00017786026000976562,0.0
51138,0.555198609828949,0.5531995296478271,0.001999080181121826,4.574136183018886e-07
51139,0.5440568327903748,0.5531995892524719,-0.009142756462097168,-1.071665279960911e-05
51140,0.5449950695037842,0.5531999468803406,-0.008204877376556396,-8.154089878673394e-06
51143,0.561603844165802,0.5531275868415833,0.00847625732421875,0.0009110341087830463
51144,0.5874736905097961,0.552766740322113,0.034706950187683105,0.004363195077082426
51146,0.548930287361145,0.5532010793685913,-0.004270792007446289,-4.3568535392710404e-05
51148,0.6106820106506348,0.5531150698661804,0.057566940784454346,0.001495174587850121
51149,0.5621901750564575,0.5531988143920898,0.008991360664367676,5.618695802332632e-06
51181,0.5229210257530212,0.5532079339027405,-0.03028690814971924,-0.00018085487116848776
51196,0.5309464335441589,0.553245484828949,-0.02229905128479004,-0.0008041456458475119
51199,0.5519693493843079,0.5531997680664062,-0.0012304186820983887,-1.8701015086973456e-06
51200,0.4820554554462433,0.5543988943099976,-0.07234343886375427,-0.008509945412803133
51202,0.5522354245185852,0.5531995296478271,-0.0009641051292419434,-6.024687080061672e-07
51203,0.5535812973976135,0.5531995296478271,0.00038176774978637695,1.6482462812816087e-07
51204,0.5497905611991882,0.5531995892524719,-0.0034090280532836914,-2.1302995539848365e-06
51205,0.5417185425758362,0.5531996488571167,-0.011481106281280518,-9.319370710704814e-06
51206,0.5518316030502319,0.5532000064849854,-0.001368403434753418,-3.218445413721829e-06
51208,0.5551400184631348,0.5531995296478271,0.0019404888153076172,1.212610278692351e-06
51209,0.5531167984008789,0.5531995296478271,-8.273124694824219e-05,-3.571843619701597e-08
51210,0.5545755624771118,0.5531995296478271,0.001376032829284668,0.0
51213,0.5995484590530396,0.5531309843063354,0.0464174747467041,0.0013987231697666432
51214,0.5881040096282959,0.5528462529182434,0.03525775671005249,0.004890752787011598
51218,0.6213217377662659,0.5527715086936951,0.0685502290725708,0.00406836296983201
51221,0.547702431678772,0.5652043223381042,-0.017501890659332275,-0.016425145475332664
51222,0.549629807472229,0.5610470771789551,-0.011417269706726074,-0.010711930163757606
51223,0.564349353313446,0.5531995296478271,0.011149823665618896,4.813831289857636e-06
51224,0.5536002516746521,0.5531995296478271,0.00040072202682495117,0.0
51225,0.5464035272598267,0.5531995296478271,-0.006796002388000488,-1.5550071836233858e-06
51227,0.542598307132721,0.5531995892524719,-0.010601282119750977,-4.577003646974972e-06
51228,0.5568472146987915,0.5531993508338928,0.0036478638648986816,3.6252838957153053e-06
51232,0.5629348158836365,0.5531992316246033,0.009735584259033203,2.6030343940316023e-05
51237,0.5494573712348938,0.553963303565979,-0.004505932331085205,-0.0033447792086736985
51241,0.567750096321106,0.5531980991363525,0.014551997184753418,1.4461921551408083e-05
51244,0.5815159678459167,0.5493612289428711,0.032154738903045654,0.018393052714844513
51245,0.5202906727790833,0.5532151460647583,-0.03292447328567505,-0.00020129532659302692
51248,0.5580480098724365,0.5520986318588257,0.00594937801361084,0.00416988603640038
51249,0.5014006495475769,0.5601226091384888,-0.058721959590911865,-0.032451139489456014
51250,0.5652284026145935,0.5515624284744263,0.013665974140167236,0.007225890278128303
51251,0.5345719456672668,0.5534828305244446,-0.018910884857177734,-0.002836137737487269
51253,0.5538901090621948,0.5531995296478271,0.0006905794143676758,0.0
51254,0.5825724005699158,0.5525279641151428,0.03004443645477295,0.005123213809414496
51255,0.5496426224708557,0.5532418489456177,-0.003599226474761963,-0.00038456573134805396
51256,0.5593395233154297,0.552343487739563,0.006996035575866699,0.004036097184609475
51257,0.5770605802536011,0.5530681610107422,0.023992419242858887,0.0021939641264443646
51259,0.5539189577102661,0.5531983375549316,0.0007206201553344727,1.109151988744364e-05
51263,0.5647320747375488,0.5531931519508362,0.011538922786712646,7.218545641632372e-05
51265,0.5498026609420776,0.5540962815284729,-0.004293620586395264,-0.0034419927454968887
51269,0.5429508686065674,0.5532177686691284,-0.010266900062561035,-0.0002471140459798927
51270,0.5535930395126343,0.5531995296478271,0.0003935098648071289,1.69894175628746e-07
51271,0.5359000563621521,0.5532026886940002,-0.017302632331848145,-2.629810429490638e-05
51272,0.5526652336120605,0.5531995296478271,-0.0005342960357666016,-1.2225336695960313e-07
51273,0.5395296812057495,0.5532001256942749,-0.01367044448852539,-1.109648642277618e-05
51274,0.574164092540741,0.545756995677948,0.02840709686279297,0.02480471886157088
51275,0.5760636925697327,0.549340546131134,0.026723146438598633,0.01791895654600565
51276,0.5540597438812256,0.5531994700431824,0.0008602738380432129,8.549488156543031e-07
51277,0.6313120722770691,0.5142503380775452,0.11706173419952393,0.10761859493187564
51279,0.5492182970046997,0.56196528673172,-0.012746989727020264,-0.011888704352809318
51280,0.5532807111740112,0.5531995296478271,8.118152618408203e-05,0.0
51283,0.5024481415748596,0.5533836483955383,-0.05093550682067871,-0.0019942629000840443
51284,0.5210086703300476,0.553214430809021,-0.03220576047897339,-0.0003828331966644222
51288,0.5051410794258118,0.553375780582428,-0.04823470115661621,-0.0017894232467845542
51289,0.5491782426834106,0.5531995892524719,-0.004021346569061279,-4.713608543133371e-06
51297,0.5669851899147034,0.5531953573226929,0.013789832592010498,9.788013440555238e-05
51298,0.5406183004379272,0.5532009601593018,-0.012582659721374512,-1.0213516676640698e-05
51299,0.553970456123352,0.5531995296478271,0.0007709264755249023,3.32840240469888e-07
51300,0.5104225277900696,0.5532184839248657,-0.04279595613479614,-0.00019962709325329624
51301,0.5537657737731934,0.5527049899101257,0.001060783863067627,0.0009902360439858105
51302,0.5678625702857971,0.5531975626945496,0.014665007591247559,1.9758999387190167e-05
51348,0.555033266544342,0.5531994700431824,0.001833796501159668,1.4885176553207818e-06
51362,0.5062378644943237,0.5532822012901306,-0.047044336795806885,-0.0012687662193264589
51365,0.5476682782173157,0.5531995296478271,-0.005531251430511475,-1.2656169344583012e-06
51366,0.5539730787277222,0.5531995296478271,0.0007735490798950195,0.0
51367,0.5526429414749146,0.5531995296478271,-0.0005565881729125977,-0.0
51368,0.5528039336204529,0.5531995892524719,-0.00039565563201904297,-3.2115907807382664e-07
51369,0.5429887771606445,0.5531995892524719,-0.010210812091827393,-1.0147608027501074e-05
51375,0.5535808801651001,0.5531995296478271,0.0003813505172729492,0.0
51376,0.5519165992736816,0.5531995296478271,-0.0012829303741455078,-0.0
51377,0.5528347492218018,0.5531995296478271,-0.0003647804260253906,-2.279510660276812e-07
51379,0.5556620359420776,0.5531995296478271,0.0024625062942504883,1.5388186833117027e-06
51380,0.5535585880279541,0.5531995296478271,0.0003590583801269531,8.215688114286582e-08
51381,0.5481122732162476,0.5531995296478271,-0.00508725643157959,-2.196375021192589e-06
51382,0.5394328236579895,0.5532023310661316,-0.01376950740814209,-7.827871592617258e-05
51383,0.5485410094261169,0.5532004833221436,-0.004659473896026611,-2.6488793147154238e-05
51384,0.5380679965019226,0.5532026290893555,-0.015134632587432861,-8.603936000340223e-05
51385,0.5549760460853577,0.5531995296478271,0.0017765164375305176,1.1101440396985355e-06
51386,0.5301347970962524,0.5532018542289734,-0.023067057132720947,-6.898199479439422e-05
51387,0.5290859937667847,0.5532025098800659,-0.02411651611328125,-2.8268097372346583e-05
51419,0.5394449830055237,0.5532060265541077,-0.013761043548583984,-0.00014758344841900306
51422,0.5476016998291016,0.5531997084617615,-0.005598008632659912,-1.4967575259162343e-05
51427,0.546302855014801,0.553209125995636,-0.006906270980834961,-0.00018397024562015162
51428,0.5581109523773193,0.5531956553459167,0.004915297031402588,9.626416034429256e-05
51429,0.5622238516807556,0.5531973242759705,0.009026527404785156,6.155221762175732e-05
51430,0.5528939962387085,0.5531995296478271,-0.00030553340911865234,-1.319111699898443e-07
51431,0.5390214323997498,0.5532121062278748,-0.014190673828125,-0.0002795826421486775
51432,0.5533034801483154,0.5531995296478271,0.00010395050048828125,2.3785126280404716e-08
51433,0.5534140467643738,0.5531995296478271,0.00021451711654663086,2.890311203736716e-07
51434,0.5427858233451843,0.553203821182251,-0.01041799783706665,-9.940096610569406e-05
51435,0.5555320978164673,0.5531995296478271,0.0023325681686401367,5.337196856980264e-07
51436,0.5501953363418579,0.5532044172286987,-0.0030090808868408203,-8.544782128294261e-05
51437,0.5515740513801575,0.5531995296478271,-0.0016254782676696777,-0.0
51438,0.5485120415687561,0.5532010793685913,-0.004689037799835205,-3.19747187538697e-05
51439,0.5474494695663452,0.5532020926475525,-0.005752623081207275,-5.10465458237406e-05
51440,0.549033522605896,0.5531997084617615,-0.0041661858558654785,-8.434199643261325e-06
51441,0.5502347350120544,0.553199827671051,-0.002965092658996582,-7.452817102257005e-06
51442,0.5520091652870178,0.5531995892524719,-0.0011904239654541016,-2.212043188239755e-06
51443,0.5536888241767883,0.5531995296478271,0.0004892945289611816,2.112483016868185e-07
51444,0.5713417530059814,0.5531899929046631,0.01815176010131836,0.00020409455964207884
51445,0.562321662902832,0.5531991124153137,0.00912255048751831,3.710448381217513e-05
51446,0.5755489468574524,0.55314701795578,0.022401928901672363,0.0007657019402930074
51447,0.5837841033935547,0.553138792514801,0.030645310878753662,0.0007028648375011747
51448,0.5617994666099548,0.5531839728355408,0.008615493774414062,0.00018277505598891187
